customer_id,product_category,coupon_type,region,order_date,order_amount,discount_amount,final_amount,year,month,units_sold,customer_income,coupon_used,discount_percentage,savings_per_unit,sales_category,month_name
2145,Books,Flat,East,2024-01-04,12971,3786,9185,2024,1,3,85644,1,29.19,1262.0,Medium,January
3324,Electronics,Flat,East,2022-04-16,3123,467,2656,2022,4,4,61759,1,14.95,116.75,Low,April
2581,Home & Kitchen,Buy1Get1,Central,2022-10-21,18016,2435,15581,2022,10,1,105320,1,13.52,2435.0,High,October
3500,Home & Kitchen,Flat,West,2022-03-07,540,4098,0,2022,3,5,133839,1,758.89,819.6,,March
4461,Clothing,Free Shipping,East,2022-07-14,10769,4669,6100,2022,7,5,96484,1,43.36,933.8,Medium,July
4365,Beauty,Percentage,West,2022-07-07,14406,3055,11351,2022,7,2,24326,1,21.21,1527.5,Medium,July
4645,Clothing,Percentage,East,2022-02-16,1398,2344,0,2022,2,8,72326,1,167.67,293.0,,February
3645,Books,Flat,Central,2022-12-28,4496,4946,0,2022,12,6,52534,0,110.01,824.33,,December
3493,Beauty,Flat,East,2024-05-20,16176,4077,12099,2024,5,3,173641,1,25.2,1359.0,Medium,May
3257,Toys,Free Shipping,South,2023-06-21,13230,57,13173,2023,6,7,177594,1,0.43,8.14,Medium,June
4661,Electronics,Buy1Get1,South,2023-08-01,15662,1250,14412,2023,8,6,175532,1,7.98,208.33,Medium,August
3761,Clothing,Percentage,East,2023-05-02,15710,308,15402,2023,5,10,85434,1,1.96,30.8,High,May
3349,Home & Kitchen,Buy1Get1,Central,2024-04-26,9683,4817,4866,2024,4,9,86197,1,49.75,535.22,Low,April
2932,Clothing,Free Shipping,Central,2023-08-02,5134,2401,2733,2023,8,3,35884,1,46.77,800.33,Low,August
4294,Toys,Percentage,North,2023-12-10,12031,223,11808,2023,12,3,194431,0,1.85,74.33,Medium,December
2757,Clothing,Free Shipping,Central,2022-09-03,19671,1063,18608,2022,9,3,21438,1,5.4,354.33,High,September
3050,Electronics,Flat,West,2024-03-18,6273,1640,4633,2024,3,3,141016,1,26.14,546.67,Low,March
1989,Toys,Free Shipping,East,2023-09-04,17039,2979,14060,2023,9,8,66359,1,17.48,372.38,Medium,September
2541,Home & Kitchen,Flat,South,2022-06-27,6053,2463,3590,2022,6,6,190112,1,40.69,410.5,Low,June
2116,Home & Kitchen,Buy1Get1,Central,2022-04-25,3450,3856,0,2022,4,4,49916,1,111.77,964.0,,April
3567,Groceries,Percentage,South,2023-11-11,457,3143,0,2023,11,3,150708,1,687.75,1047.67,,November
4499,Toys,Percentage,North,2023-09-23,17065,3751,13314,2023,9,3,97341,1,21.98,1250.33,Medium,September
1492,Groceries,Buy1Get1,East,2022-06-14,4930,3277,1653,2022,6,6,190467,1,66.47,546.17,Low,June
4306,Groceries,Flat,Central,2022-08-07,11505,3776,7729,2022,8,3,161323,1,32.82,1258.67,Medium,August
1619,Electronics,Percentage,South,2022-07-16,17980,4468,13512,2022,7,9,187489,1,24.85,496.44,Medium,July
4232,Clothing,Free Shipping,Central,2023-02-05,5618,1157,4461,2023,2,1,131981,1,20.59,1157.0,Low,February
4792,Home & Kitchen,Flat,North,2024-04-09,5371,2581,2790,2024,4,6,164985,1,48.05,430.17,Low,April
4823,Home & Kitchen,Percentage,South,2024-01-19,11018,565,10453,2024,1,10,90877,1,5.13,56.5,Medium,January
3378,Clothing,Free Shipping,South,2023-11-12,6402,4397,2005,2023,11,1,37525,1,68.68,4397.0,Low,November
3380,Home & Kitchen,Free Shipping,East,2022-03-17,14839,692,14147,2022,3,10,44328,1,4.66,69.2,Medium,March
3097,Clothing,Percentage,East,2023-03-02,6378,779,5599,2023,3,10,21204,1,12.21,77.9,Medium,March
2546,Toys,Buy1Get1,South,2022-10-14,17231,1364,15867,2022,10,5,68466,1,7.92,272.8,High,October
1862,Electronics,Buy1Get1,East,2023-06-29,13498,539,12959,2023,6,8,92422,1,3.99,67.38,Medium,June
2691,Electronics,Percentage,South,2022-10-26,1811,4225,0,2022,10,9,142573,0,233.3,469.44,,October
4563,Books,Free Shipping,West,2024-05-10,14108,3635,10473,2024,5,7,22448,1,25.77,519.29,Medium,May
2605,Electronics,Buy1Get1,Central,2024-01-12,3786,4795,0,2024,1,4,42530,1,126.65,1198.75,,January
4752,Clothing,Buy1Get1,West,2023-12-08,6280,1621,4659,2023,12,10,93960,1,25.81,162.1,Low,December
3319,Books,Buy1Get1,West,2022-10-21,12981,3634,9347,2022,10,7,145816,1,27.99,519.14,Medium,October
1579,Clothing,Flat,Central,2024-03-19,17342,1842,15500,2024,3,1,140084,1,10.62,1842.0,High,March
2890,Beauty,Buy1Get1,South,2024-06-04,14171,2044,12127,2024,6,2,112933,1,14.42,1022.0,Medium,June
2275,Books,Percentage,South,2023-03-23,17216,1204,16012,2023,3,3,46872,1,6.99,401.33,High,March
3607,Home & Kitchen,Percentage,East,2023-02-18,529,3793,0,2023,2,4,65410,1,717.01,948.25,,February
3743,Home & Kitchen,Flat,North,2023-03-07,5646,399,5247,2023,3,1,30353,1,7.07,399.0,Medium,March
2855,Beauty,Flat,South,2024-02-29,12445,2147,10298,2024,2,8,71045,1,17.25,268.38,Medium,February
4770,Beauty,Percentage,Central,2022-08-18,10566,1314,9252,2022,8,6,144724,1,12.44,219.0,Medium,August
4161,Electronics,Flat,North,2022-04-06,17568,635,16933,2022,4,6,147493,1,3.61,105.83,High,April
3493,Beauty,Buy1Get1,Central,2024-06-13,868,455,413,2024,6,10,46705,1,52.42,45.5,Low,June
4064,Clothing,Free Shipping,Central,2023-03-15,13526,3169,10357,2023,3,5,40672,1,23.43,633.8,Medium,March
2355,Groceries,Free Shipping,Central,2022-06-20,15022,1567,13455,2022,6,5,159405,1,10.43,313.4,Medium,June
2162,Clothing,Free Shipping,North,2022-11-13,17025,4910,12115,2022,11,10,102000,1,28.84,491.0,Medium,November
1356,Books,Percentage,West,2024-04-21,19509,1154,18355,2024,4,5,159205,1,5.92,230.8,High,April
2624,Beauty,Flat,Central,2023-06-28,4220,471,3749,2023,6,5,86281,1,11.16,94.2,Low,June
3321,Home & Kitchen,Free Shipping,East,2023-05-06,18957,4375,14582,2023,5,9,82670,0,23.08,486.11,Medium,May
4090,Clothing,Buy1Get1,South,2023-01-23,3326,2725,601,2023,1,7,54581,1,81.93,389.29,Low,January
3006,Home & Kitchen,Buy1Get1,South,2023-07-11,3133,731,2402,2023,7,2,89517,1,23.33,365.5,Low,July
3358,Clothing,Buy1Get1,South,2022-03-13,19952,3709,16243,2022,3,6,65173,1,18.59,618.17,High,March
1869,Home & Kitchen,Flat,North,2023-06-16,4006,1998,2008,2023,6,2,130520,1,49.88,999.0,Low,June
1885,Toys,Free Shipping,East,2022-08-27,15295,3980,11315,2022,8,2,146569,1,26.02,1990.0,Medium,August
3001,Clothing,Buy1Get1,East,2023-12-12,8266,3817,4449,2023,12,3,31065,1,46.18,1272.33,Low,December
3201,Books,Flat,East,2023-07-31,11709,2719,8990,2023,7,2,162074,1,23.22,1359.5,Medium,July
2413,Home & Kitchen,Buy1Get1,East,2023-12-01,8461,186,8275,2023,12,1,139572,1,2.2,186.0,Medium,December
2283,Groceries,Free Shipping,East,2022-03-30,12968,4608,8360,2022,3,9,176695,1,35.53,512.0,Medium,March
1619,Books,Free Shipping,West,2023-12-14,4785,2139,2646,2023,12,1,176277,1,44.7,2139.0,Low,December
1882,Electronics,Free Shipping,East,2023-06-19,6017,2566,3451,2023,6,5,189283,1,42.65,513.2,Low,June
1796,Clothing,Free Shipping,East,2024-03-18,316,1128,0,2024,3,6,196983,1,356.96,188.0,,March
4642,Groceries,Free Shipping,North,2023-10-04,15816,1860,13956,2023,10,9,171327,1,11.76,206.67,Medium,October
3172,Electronics,Buy1Get1,North,2022-06-03,18397,2958,15439,2022,6,4,49322,1,16.08,739.5,High,June
4425,Clothing,Free Shipping,East,2023-08-13,15142,2874,12268,2023,8,10,128978,1,18.98,287.4,Medium,August
2296,Groceries,Buy1Get1,West,2022-07-09,17487,3234,14253,2022,7,4,124254,1,18.49,808.5,Medium,July
1618,Groceries,Free Shipping,East,2024-03-22,8885,910,7975,2024,3,6,91868,1,10.24,151.67,Medium,March
2834,Books,Buy1Get1,East,2023-02-19,4058,1354,2704,2023,2,2,50527,1,33.37,677.0,Low,February
1244,Toys,Free Shipping,East,2022-06-03,14338,3460,10878,2022,6,8,129042,1,24.13,432.5,Medium,June
3895,Groceries,Buy1Get1,Central,2023-09-17,19267,1739,17528,2023,9,10,72026,1,9.03,173.9,High,September
3497,Toys,Free Shipping,West,2022-12-05,3930,2880,1050,2022,12,7,95196,1,73.28,411.43,Low,December
1929,Beauty,Flat,South,2023-09-21,6828,990,5838,2023,9,9,126778,0,14.5,110.0,Medium,September
2270,Books,Buy1Get1,East,2023-06-01,13082,3532,9550,2023,6,6,173543,1,27.0,588.67,Medium,June
1519,Home & Kitchen,Flat,South,2024-06-07,5643,86,5557,2024,6,5,129572,1,1.52,17.2,Medium,June
4212,Books,Buy1Get1,West,2024-04-17,1740,3865,0,2024,4,5,175551,1,222.13,773.0,,April
3409,Electronics,Buy1Get1,East,2022-02-04,8288,857,7431,2022,2,5,145619,1,10.34,171.4,Medium,February
1007,Home & Kitchen,Buy1Get1,South,2024-02-23,8159,946,7213,2024,2,7,80324,1,11.59,135.14,Medium,February
3525,Home & Kitchen,Percentage,South,2023-11-02,14664,3625,11039,2023,11,6,130580,1,24.72,604.17,Medium,November
4423,Toys,Free Shipping,West,2023-12-23,17209,360,16849,2023,12,7,157337,1,2.09,51.43,High,December
3019,Home & Kitchen,Flat,East,2023-06-10,12771,3769,9002,2023,6,10,132167,1,29.51,376.9,Medium,June
1494,Groceries,Flat,Central,2023-06-21,15606,121,15485,2023,6,9,105985,1,0.78,13.44,High,June
2629,Toys,Buy1Get1,West,2024-04-26,13699,3405,10294,2024,4,6,161474,1,24.86,567.5,Medium,April
3880,Home & Kitchen,Flat,Central,2022-08-06,6362,1153,5209,2022,8,10,156269,1,18.12,115.3,Medium,August
4498,Toys,Flat,East,2022-09-11,6997,2409,4588,2022,9,9,120163,1,34.43,267.67,Low,September
2062,Beauty,Flat,South,2022-07-22,5058,847,4211,2022,7,5,61844,1,16.75,169.4,Low,July
3640,Toys,Flat,West,2022-04-11,1037,2746,0,2022,4,6,174657,1,264.8,457.67,,April
1186,Clothing,Percentage,West,2022-12-27,2215,2201,14,2022,12,8,102690,1,99.37,275.12,Low,December
4667,Groceries,Buy1Get1,West,2024-01-11,15825,404,15421,2024,1,3,50884,1,2.55,134.67,High,January
4671,Electronics,Flat,North,2023-12-12,7434,617,6817,2023,12,1,29706,1,8.3,617.0,Medium,December
3801,Clothing,Percentage,East,2022-06-27,4948,28,4920,2022,6,1,23420,1,0.57,28.0,Low,June
2877,Clothing,Percentage,North,2022-10-03,263,4251,0,2022,10,5,62223,1,1616.35,850.2,,October
3140,Clothing,Buy1Get1,West,2022-11-08,8421,1333,7088,2022,11,7,21296,1,15.83,190.43,Medium,November
1085,Home & Kitchen,Free Shipping,West,2023-10-04,2525,998,1527,2023,10,8,190368,1,39.52,124.75,Low,October
4115,Toys,Free Shipping,Central,2023-02-14,6050,3743,2307,2023,2,7,23448,1,61.87,534.71,Low,February
1136,Toys,Free Shipping,North,2024-03-01,4572,2110,2462,2024,3,1,90803,1,46.15,2110.0,Low,March
3468,Books,Flat,South,2022-10-15,3079,3196,0,2022,10,4,123275,1,103.8,799.0,,October
3121,Home & Kitchen,Buy1Get1,East,2023-10-15,2388,1867,521,2023,10,9,75977,1,78.18,207.44,Low,October
4619,Groceries,Free Shipping,South,2023-06-09,19365,3122,16243,2023,6,9,23556,1,16.12,346.89,High,June
2636,Home & Kitchen,Flat,South,2023-02-05,12513,3773,8740,2023,2,2,81945,1,30.15,1886.5,Medium,February
4583,Home & Kitchen,Buy1Get1,East,2022-08-05,18729,3764,14965,2022,8,10,76025,1,20.1,376.4,Medium,August
4227,Home & Kitchen,Flat,West,2023-11-29,16859,1808,15051,2023,11,7,178157,1,10.72,258.29,High,November
4326,Groceries,Free Shipping,Central,2023-04-15,15108,1262,13846,2023,4,8,163170,1,8.35,157.75,Medium,April
3218,Books,Free Shipping,West,2022-01-27,17850,2027,15823,2022,1,5,183053,1,11.36,405.4,High,January
2751,Groceries,Percentage,West,2023-12-31,6776,132,6644,2023,12,2,72720,1,1.95,66.0,Medium,December
3217,Beauty,Percentage,North,2023-02-26,4304,3786,518,2023,2,9,87804,1,87.96,420.67,Low,February
2787,Books,Buy1Get1,South,2022-01-14,11335,3351,7984,2022,1,10,121487,1,29.56,335.1,Medium,January
1871,Beauty,Flat,South,2023-05-16,15404,3562,11842,2023,5,3,89473,1,23.12,1187.33,Medium,May
3369,Beauty,Flat,South,2023-10-16,2519,1383,1136,2023,10,1,157458,1,54.9,1383.0,Low,October
4638,Beauty,Free Shipping,Central,2024-06-26,16615,2939,13676,2024,6,3,157687,1,17.69,979.67,Medium,June
3503,Toys,Free Shipping,Central,2022-11-21,17435,4015,13420,2022,11,2,134577,1,23.03,2007.5,Medium,November
1943,Clothing,Buy1Get1,Central,2022-11-20,16038,2313,13725,2022,11,4,73499,1,14.42,578.25,Medium,November
2626,Clothing,Percentage,East,2023-07-21,10456,3395,7061,2023,7,2,143175,1,32.47,1697.5,Medium,July
3837,Beauty,Free Shipping,Central,2023-12-04,7920,3979,3941,2023,12,4,48581,1,50.24,994.75,Low,December
3660,Beauty,Flat,North,2022-10-12,11936,3452,8484,2022,10,9,58455,1,28.92,383.56,Medium,October
4226,Electronics,Free Shipping,North,2022-03-30,2007,1369,638,2022,3,6,106368,1,68.21,228.17,Low,March
3936,Clothing,Percentage,West,2022-02-14,12251,327,11924,2022,2,3,149875,1,2.67,109.0,Medium,February
1348,Electronics,Flat,West,2023-10-06,6263,1366,4897,2023,10,8,95872,1,21.81,170.75,Low,October
4522,Books,Percentage,West,2023-05-13,10590,886,9704,2023,5,3,148998,0,8.37,295.33,Medium,May
4947,Electronics,Buy1Get1,West,2024-06-30,3762,4826,0,2024,6,5,126126,1,128.28,965.2,,June
2676,Home & Kitchen,Buy1Get1,North,2023-05-13,19782,1532,18250,2023,5,7,160125,1,7.74,218.86,High,May
2196,Toys,Percentage,West,2023-08-01,4704,2303,2401,2023,8,10,137251,1,48.96,230.3,Low,August
1009,Books,Flat,North,2024-03-01,8185,4044,4141,2024,3,6,117497,1,49.41,674.0,Low,March
3787,Groceries,Percentage,Central,2024-04-15,10284,3798,6486,2024,4,3,193906,1,36.93,1266.0,Medium,April
4336,Clothing,Free Shipping,Central,2023-10-22,12831,887,11944,2023,10,6,40170,1,6.91,147.83,Medium,October
2461,Beauty,Free Shipping,East,2022-05-25,16525,1402,15123,2022,5,1,189459,1,8.48,1402.0,High,May
4831,Books,Percentage,West,2023-06-02,14206,3634,10572,2023,6,8,136589,1,25.58,454.25,Medium,June
4318,Beauty,Free Shipping,Central,2022-03-23,19531,2092,17439,2022,3,3,138475,1,10.71,697.33,High,March
1666,Groceries,Percentage,Central,2023-09-27,4323,2882,1441,2023,9,8,33746,0,66.67,360.25,Low,September
3593,Books,Free Shipping,South,2022-06-16,11492,1003,10489,2022,6,8,140518,1,8.73,125.38,Medium,June
2522,Clothing,Percentage,South,2024-01-19,13121,1044,12077,2024,1,3,110721,1,7.96,348.0,Medium,January
3176,Books,Free Shipping,North,2022-04-15,12080,2425,9655,2022,4,3,135417,1,20.07,808.33,Medium,April
4743,Beauty,Flat,East,2024-03-12,5799,137,5662,2024,3,4,124483,1,2.36,34.25,Medium,March
1600,Beauty,Flat,South,2023-05-03,271,2546,0,2023,5,6,35138,1,939.48,424.33,,May
3652,Home & Kitchen,Free Shipping,East,2024-01-20,10549,2180,8369,2024,1,2,99396,1,20.67,1090.0,Medium,January
1326,Electronics,Percentage,Central,2022-11-06,5716,1238,4478,2022,11,6,45831,1,21.66,206.33,Low,November
4824,Books,Free Shipping,North,2022-03-23,12719,1063,11656,2022,3,10,88316,1,8.36,106.3,Medium,March
4906,Beauty,Buy1Get1,East,2022-04-04,12469,2525,9944,2022,4,2,107964,1,20.25,1262.5,Medium,April
1979,Toys,Buy1Get1,South,2022-11-17,8434,3834,4600,2022,11,10,105882,0,45.46,383.4,Low,November
3451,Clothing,Percentage,Central,2022-12-09,4560,3539,1021,2022,12,9,185571,1,77.61,393.22,Low,December
1628,Toys,Free Shipping,West,2024-03-07,2031,2707,0,2024,3,6,169010,1,133.28,451.17,,March
2629,Groceries,Free Shipping,Central,2024-03-19,16629,3176,13453,2024,3,3,120901,1,19.1,1058.67,Medium,March
4746,Books,Flat,South,2022-12-27,7592,595,6997,2022,12,1,157408,1,7.84,595.0,Medium,December
4682,Home & Kitchen,Percentage,South,2024-04-10,18259,3365,14894,2024,4,1,150614,1,18.43,3365.0,Medium,April
4696,Clothing,Buy1Get1,West,2022-03-07,7468,2867,4601,2022,3,2,90684,1,38.39,1433.5,Low,March
4430,Home & Kitchen,Buy1Get1,Central,2023-09-16,11744,422,11322,2023,9,2,87559,1,3.59,211.0,Medium,September
4674,Electronics,Percentage,East,2024-05-17,6581,272,6309,2024,5,1,170607,1,4.13,272.0,Medium,May
4929,Beauty,Buy1Get1,East,2023-03-05,9661,1649,8012,2023,3,7,27353,1,17.07,235.57,Medium,March
3765,Clothing,Percentage,Central,2023-02-05,7034,2729,4305,2023,2,1,21001,1,38.8,2729.0,Low,February
4088,Groceries,Buy1Get1,East,2022-06-20,19607,4784,14823,2022,6,6,21830,1,24.4,797.33,Medium,June
1273,Books,Buy1Get1,Central,2024-01-29,19374,4843,14531,2024,1,5,119683,0,25.0,968.6,Medium,January
1684,Electronics,Percentage,Central,2023-08-01,1212,3351,0,2023,8,1,155010,1,276.49,3351.0,,August
1115,Electronics,Percentage,South,2022-03-09,14972,4063,10909,2022,3,6,121277,1,27.14,677.17,Medium,March
1860,Home & Kitchen,Buy1Get1,North,2023-05-07,5002,2679,2323,2023,5,4,98267,1,53.56,669.75,Low,May
3003,Electronics,Buy1Get1,South,2022-02-03,18655,998,17657,2022,2,9,180313,1,5.35,110.89,High,February
1692,Clothing,Flat,East,2022-01-01,7730,3836,3894,2022,1,6,36496,1,49.62,639.33,Low,January
4162,Home & Kitchen,Free Shipping,North,2022-05-31,10397,2746,7651,2022,5,3,109002,1,26.41,915.33,Medium,May
2105,Electronics,Percentage,Central,2024-06-20,2517,588,1929,2024,6,6,57163,1,23.36,98.0,Low,June
3371,Books,Percentage,East,2024-02-23,18759,4658,14101,2024,2,9,192758,1,24.83,517.56,Medium,February
4008,Groceries,Free Shipping,West,2022-09-15,13030,4634,8396,2022,9,9,59180,1,35.56,514.89,Medium,September
3161,Books,Flat,East,2024-01-20,11521,4125,7396,2024,1,3,142956,1,35.8,1375.0,Medium,January
2792,Toys,Buy1Get1,North,2023-09-20,18956,4272,14684,2023,9,10,155277,1,22.54,427.2,Medium,September
4129,Clothing,Buy1Get1,North,2023-08-11,5425,2792,2633,2023,8,5,175004,1,51.47,558.4,Low,August
1153,Groceries,Flat,Central,2024-03-05,6428,4256,2172,2024,3,1,126246,0,66.21,4256.0,Low,March
2900,Groceries,Flat,West,2022-01-19,14986,4074,10912,2022,1,3,92875,1,27.19,1358.0,Medium,January
2427,Home & Kitchen,Free Shipping,Central,2024-03-06,9856,2706,7150,2024,3,6,58462,1,27.46,451.0,Medium,March
4699,Beauty,Free Shipping,West,2022-02-04,13733,4018,9715,2022,2,8,63182,1,29.26,502.25,Medium,February
4926,Home & Kitchen,Buy1Get1,West,2023-01-06,11433,156,11277,2023,1,4,59463,1,1.36,39.0,Medium,January
2289,Clothing,Flat,Central,2023-05-06,9450,4806,4644,2023,5,1,27755,1,50.86,4806.0,Low,May
1314,Clothing,Flat,East,2024-04-15,7012,1443,5569,2024,4,9,143490,1,20.58,160.33,Medium,April
4786,Home & Kitchen,Buy1Get1,South,2024-03-27,13475,1485,11990,2024,3,3,118577,1,11.02,495.0,Medium,March
2064,Beauty,Buy1Get1,West,2022-08-29,8024,3358,4666,2022,8,5,41384,1,41.85,671.6,Low,August
1104,Books,Buy1Get1,North,2022-01-07,5655,4791,864,2022,1,1,71674,1,84.72,4791.0,Low,January
2924,Home & Kitchen,Buy1Get1,Central,2023-07-03,15992,3852,12140,2023,7,10,47240,1,24.09,385.2,Medium,July
2913,Clothing,Buy1Get1,East,2023-01-06,19088,1556,17532,2023,1,1,78014,1,8.15,1556.0,High,January
2216,Beauty,Free Shipping,West,2023-10-27,10205,2344,7861,2023,10,7,180476,1,22.97,334.86,Medium,October
2424,Clothing,Buy1Get1,East,2024-01-27,1702,3775,0,2024,1,8,30021,1,221.8,471.88,,January
4349,Beauty,Flat,Central,2022-09-07,7242,1399,5843,2022,9,10,87445,1,19.32,139.9,Medium,September
3401,Beauty,Percentage,North,2022-04-25,11743,952,10791,2022,4,9,188599,1,8.11,105.78,Medium,April
4063,Home & Kitchen,Free Shipping,West,2023-07-07,19444,3865,15579,2023,7,9,116117,1,19.88,429.44,High,July
2772,Home & Kitchen,Flat,West,2022-12-03,15756,1087,14669,2022,12,5,164190,0,6.9,217.4,Medium,December
2960,Home & Kitchen,Percentage,East,2023-07-28,1448,2958,0,2023,7,3,39366,1,204.28,986.0,,July
3780,Beauty,Free Shipping,Central,2023-11-12,5210,230,4980,2023,11,4,184847,1,4.41,57.5,Low,November
2603,Beauty,Buy1Get1,South,2022-05-22,6505,2410,4095,2022,5,1,195855,1,37.05,2410.0,Low,May
1708,Clothing,Free Shipping,West,2023-04-30,2339,2826,0,2023,4,5,141699,1,120.82,565.2,,April
4327,Groceries,Buy1Get1,North,2023-03-14,13769,4623,9146,2023,3,8,91251,1,33.58,577.88,Medium,March
1650,Home & Kitchen,Buy1Get1,West,2024-02-09,11189,251,10938,2024,2,4,57165,1,2.24,62.75,Medium,February
3871,Toys,Buy1Get1,West,2022-03-29,14160,823,13337,2022,3,1,38394,1,5.81,823.0,Medium,March
1946,Clothing,Percentage,South,2023-04-08,1352,1213,139,2023,4,10,196706,1,89.72,121.3,Low,April
1660,Clothing,Free Shipping,South,2022-02-17,3944,3495,449,2022,2,2,77195,1,88.62,1747.5,Low,February
3146,Electronics,Buy1Get1,Central,2023-04-26,13672,253,13419,2023,4,9,133280,1,1.85,28.11,Medium,April
3635,Home & Kitchen,Flat,West,2024-04-02,15964,2587,13377,2024,4,3,111416,1,16.21,862.33,Medium,April
3329,Books,Free Shipping,West,2023-06-08,4107,2167,1940,2023,6,6,103553,1,52.76,361.17,Low,June
4954,Clothing,Flat,East,2022-07-30,13425,2375,11050,2022,7,2,151833,1,17.69,1187.5,Medium,July
3450,Electronics,Percentage,East,2022-09-01,11803,2870,8933,2022,9,1,84048,1,24.32,2870.0,Medium,September
2132,Toys,Percentage,North,2022-08-27,19650,1743,17907,2022,8,6,150397,1,8.87,290.5,High,August
1699,Toys,Free Shipping,North,2022-07-16,9683,4502,5181,2022,7,1,30816,1,46.49,4502.0,Medium,July
3246,Books,Percentage,East,2024-02-08,3060,1166,1894,2024,2,7,59231,1,38.1,166.57,Low,February
4374,Home & Kitchen,Percentage,North,2022-08-23,363,151,212,2022,8,6,184196,1,41.6,25.17,Low,August
3038,Beauty,Free Shipping,West,2022-07-06,1914,2129,0,2022,7,4,68673,1,111.23,532.25,,July
3374,Electronics,Flat,South,2023-12-14,3662,851,2811,2023,12,5,93500,1,23.24,170.2,Low,December
3201,Beauty,Buy1Get1,West,2023-09-07,18024,3781,14243,2023,9,5,132302,1,20.98,756.2,Medium,September
1551,Toys,Free Shipping,East,2022-10-17,10487,751,9736,2022,10,4,26019,1,7.16,187.75,Medium,October
4716,Toys,Free Shipping,Central,2022-08-09,6427,422,6005,2022,8,6,144430,1,6.57,70.33,Medium,August
1404,Groceries,Buy1Get1,Central,2023-05-12,19244,1637,17607,2023,5,5,59346,1,8.51,327.4,High,May
1461,Groceries,Flat,East,2023-05-11,18274,4129,14145,2023,5,8,167415,1,22.59,516.12,Medium,May
3179,Books,Buy1Get1,West,2024-05-29,433,289,144,2024,5,9,56078,1,66.74,32.11,Low,May
3838,Groceries,Buy1Get1,North,2022-10-29,2076,1174,902,2022,10,7,178632,1,56.55,167.71,Low,October
1873,Groceries,Flat,North,2022-07-06,9353,2368,6985,2022,7,1,54513,1,25.32,2368.0,Medium,July
1083,Books,Flat,Central,2023-03-26,19954,2771,17183,2023,3,2,20669,1,13.89,1385.5,High,March
2422,Clothing,Buy1Get1,East,2023-02-16,15383,2003,13380,2023,2,2,40970,1,13.02,1001.5,Medium,February
3801,Groceries,Buy1Get1,East,2023-09-03,6539,4542,1997,2023,9,4,169532,1,69.46,1135.5,Low,September
3675,Clothing,Free Shipping,South,2022-09-02,13393,2183,11210,2022,9,8,138758,1,16.3,272.88,Medium,September
4180,Clothing,Flat,Central,2022-11-09,17629,2303,15326,2022,11,4,198035,1,13.06,575.75,High,November
1220,Home & Kitchen,Percentage,East,2024-03-29,6291,4183,2108,2024,3,10,175413,1,66.49,418.3,Low,March
4975,Clothing,Flat,South,2023-05-11,4681,2810,1871,2023,5,5,122005,1,60.03,562.0,Low,May
3600,Clothing,Buy1Get1,North,2022-01-22,14512,4082,10430,2022,1,5,167139,1,28.13,816.4,Medium,January
2391,Groceries,Buy1Get1,Central,2022-03-09,4659,4506,153,2022,3,10,154023,1,96.72,450.6,Low,March
4218,Clothing,Buy1Get1,Central,2023-01-27,8233,2171,6062,2023,1,6,155986,1,26.37,361.83,Medium,January
1111,Beauty,Buy1Get1,East,2022-11-12,6617,2681,3936,2022,11,1,42714,1,40.52,2681.0,Low,November
1614,Books,Percentage,East,2022-03-06,17991,792,17199,2022,3,7,63901,1,4.4,113.14,High,March
2581,Groceries,Flat,West,2024-03-14,407,1986,0,2024,3,2,48065,1,487.96,993.0,,March
3971,Books,Percentage,North,2023-12-30,4570,2371,2199,2023,12,1,172590,1,51.88,2371.0,Low,December
4565,Electronics,Percentage,North,2023-06-25,10144,2446,7698,2023,6,5,152946,1,24.11,489.2,Medium,June
4576,Groceries,Buy1Get1,South,2023-12-06,8887,3266,5621,2023,12,5,117637,1,36.75,653.2,Medium,December
1474,Clothing,Percentage,South,2023-07-22,17485,3496,13989,2023,7,8,139646,1,19.99,437.0,Medium,July
3883,Beauty,Buy1Get1,West,2024-04-29,11990,4203,7787,2024,4,10,29386,0,35.05,420.3,Medium,April
2913,Books,Buy1Get1,North,2024-06-18,18333,2697,15636,2024,6,8,111588,1,14.71,337.12,High,June
1270,Groceries,Buy1Get1,South,2022-07-31,4689,4740,0,2022,7,8,142940,1,101.09,592.5,,July
3468,Beauty,Percentage,North,2024-01-20,9308,2944,6364,2024,1,9,113189,1,31.63,327.11,Medium,January
2920,Books,Buy1Get1,North,2022-07-19,6782,3912,2870,2022,7,6,195728,1,57.68,652.0,Low,July
3754,Electronics,Percentage,South,2022-06-27,15938,2799,13139,2022,6,8,195534,1,17.56,349.88,Medium,June
2390,Toys,Flat,East,2023-02-27,8230,2482,5748,2023,2,1,174476,1,30.16,2482.0,Medium,February
4351,Electronics,Buy1Get1,East,2023-10-27,11793,474,11319,2023,10,7,171317,1,4.02,67.71,Medium,October
4354,Toys,Free Shipping,South,2023-04-07,2394,3654,0,2023,4,8,26355,1,152.63,456.75,,April
1039,Home & Kitchen,Free Shipping,West,2022-02-13,17543,3266,14277,2022,2,5,20595,1,18.62,653.2,Medium,February
2982,Toys,Free Shipping,Central,2023-03-07,10549,4324,6225,2023,3,3,183556,1,40.99,1441.33,Medium,March
3236,Home & Kitchen,Free Shipping,North,2022-06-17,8785,3404,5381,2022,6,8,21889,1,38.75,425.5,Medium,June
4235,Groceries,Free Shipping,Central,2022-10-14,12024,2438,9586,2022,10,7,45074,1,20.28,348.29,Medium,October
